0,0010666847229003906;0,01603531837463379;0,017422199249267578
0,0017066001892089844;0,017591238021850586;0,017708539962768555
0,0023038387298583984;0,020598649978637695;0,019127368927001953
0,003313302993774414;0,022331714630126953;0,02155900001525879
0,003969669342041016;0,022603511810302734;0,022487640380859375
0,0060575008392333984;0,03108358383178711;0,029599666595458984
0,009976387023925781;0,03905439376831055;0,03992199897766113
0,012624740600585938;0,05496621131896973;0,05431079864501953
0,02501678466796875;0,10046792030334473;0,1004495620727539
0,04636120796203613;0,19344186782836914;0,20029497146606445
0,09618568420410156;0,42378950119018555;0,4251890182495117
0,22606492042541504;1,0557656288146973;1,0802831649780273
0,5434114933013916;2,3044426441192627;2,3859198093414307
1,1701688766479492;5,462578058242798;5,436599016189575
